serial,00bkg,01body,02cheeks,03eye,04beak,05face,06hat,07clothes,dna
8449,bkg03,body01,cheeks10,Eye24,Beak01,face04,hat43,clothes62,bkg03--body01--cheeks10--Eye24--Beak01--face04--hat43--clothes62
8450,bkg02,body01,NONE,Eye22,Beak08,face10,hat76,clothes23,bkg02--body01--NONE--Eye22--Beak08--face10--hat76--clothes23
8451,bkg01,body01,cheeks12,Eye07,Beak08,NONE,hat51,clothes38,bkg01--body01--cheeks12--Eye07--Beak08--NONE--hat51--clothes38
8452,bkg04,body01,cheeks06,Eye01,Beak04,NONE,hat70,clothes31,bkg04--body01--cheeks06--Eye01--Beak04--NONE--hat70--clothes31
8453,bkg07,body01,cheeks07,Eye18,Beak06,NONE,hat82,clothes20,bkg07--body01--cheeks07--Eye18--Beak06--NONE--hat82--clothes20
8454,bkg02,body01,cheeks12,Eye16,Beak02,NONE,hat30,clothes82,bkg02--body01--cheeks12--Eye16--Beak02--NONE--hat30--clothes82
8455,bkg05,body01,NONE,Eye30,Beak09,NONE,hat22,clothes42,bkg05--body01--NONE--Eye30--Beak09--NONE--hat22--clothes42
8456,bkg07,body01,NONE,Eye12,Beak04,face03,hat03,NONE,bkg07--body01--NONE--Eye12--Beak04--face03--hat03--NONE
8457,bkg06,body01,cheeks08,Eye10,Beak03,face06,hat19,clothes60,bkg06--body01--cheeks08--Eye10--Beak03--face06--hat19--clothes60
8458,bkg03,body01,cheeks08,Eye20,Beak07,NONE,hat10,clothes08,bkg03--body01--cheeks08--Eye20--Beak07--NONE--hat10--clothes08
8459,bkg01,body01,cheeks04,Eye29,Beak12,face04,hat83,clothes58,bkg01--body01--cheeks04--Eye29--Beak12--face04--hat83--clothes58
8460,bkg04,body01,cheeks09,Eye03,Beak12,NONE,hat18,clothes09,bkg04--body01--cheeks09--Eye03--Beak12--NONE--hat18--clothes09
8461,bkg03,body01,cheeks08,Eye03,Beak07,face05,hat14,clothes05,bkg03--body01--cheeks08--Eye03--Beak07--face05--hat14--clothes05
8462,bkg07,body01,cheeks11,Eye01,Beak01,NONE,hat51,clothes62,bkg07--body01--cheeks11--Eye01--Beak01--NONE--hat51--clothes62
8463,bkg01,body01,cheeks10,Eye04,Beak08,NONE,hat04,clothes28,bkg01--body01--cheeks10--Eye04--Beak08--NONE--hat04--clothes28
8464,bkg07,body01,cheeks05,Eye04,Beak09,NONE,hat52,clothes50,bkg07--body01--cheeks05--Eye04--Beak09--NONE--hat52--clothes50
8465,bkg07,body01,cheeks03,Eye01,Beak02,face03,hat30,clothes59,bkg07--body01--cheeks03--Eye01--Beak02--face03--hat30--clothes59
8466,bkg01,body01,cheeks08,Eye18,Beak02,face04,hat35,NONE,bkg01--body01--cheeks08--Eye18--Beak02--face04--hat35--NONE
8467,bkg03,body01,cheeks10,Eye05,Beak06,NONE,NONE,clothes54,bkg03--body01--cheeks10--Eye05--Beak06--NONE--NONE--clothes54
8468,bkg03,body01,cheeks08,Eye18,Beak07,face01,hat31,clothes14,bkg03--body01--cheeks08--Eye18--Beak07--face01--hat31--clothes14
8469,bkg07,body01,cheeks1,Eye17,Beak09,face01,hat44,clothes22,bkg07--body01--cheeks1--Eye17--Beak09--face01--hat44--clothes22
8470,bkg07,body01,cheeks04,Eye19,Beak03,face10,hat01,clothes17,bkg07--body01--cheeks04--Eye19--Beak03--face10--hat01--clothes17
8471,bkg05,body01,cheeks07,Eye06,Beak07,NONE,hat35,clothes02,bkg05--body01--cheeks07--Eye06--Beak07--NONE--hat35--clothes02
8472,bkg05,body01,NONE,Eye24,Beak02,NONE,hat08,clothes60,bkg05--body01--NONE--Eye24--Beak02--NONE--hat08--clothes60
8473,bkg06,body01,cheeks05,Eye14,Beak01,NONE,hat79,clothes75,bkg06--body01--cheeks05--Eye14--Beak01--NONE--hat79--clothes75
8474,bkg05,body01,cheeks08,Eye02,Beak04,NONE,hat70,clothes14,bkg05--body01--cheeks08--Eye02--Beak04--NONE--hat70--clothes14
8475,bkg07,body01,cheeks08,Eye17,Beak09,NONE,hat25,clothes22,bkg07--body01--cheeks08--Eye17--Beak09--NONE--hat25--clothes22
8476,bkg06,body01,cheeks1,Eye10,Beak02,NONE,hat44,clothes08,bkg06--body01--cheeks1--Eye10--Beak02--NONE--hat44--clothes08
8477,bkg05,body01,cheeks13,Eye03,Beak01,face01,hat32,clothes16,bkg05--body01--cheeks13--Eye03--Beak01--face01--hat32--clothes16
8478,bkg02,body01,cheeks08,Eye29,Beak11,face10,hat23,clothes68,bkg02--body01--cheeks08--Eye29--Beak11--face10--hat23--clothes68
8479,bkg07,body01,cheeks06,Eye14,Beak02,NONE,hat19,clothes58,bkg07--body01--cheeks06--Eye14--Beak02--NONE--hat19--clothes58
8480,bkg06,body01,cheeks06,Eye01,Beak05,NONE,hat76,clothes04,bkg06--body01--cheeks06--Eye01--Beak05--NONE--hat76--clothes04
8481,bkg05,body01,cheeks05,Eye20,Beak10,NONE,hat49,clothes57,bkg05--body01--cheeks05--Eye20--Beak10--NONE--hat49--clothes57
8482,bkg05,body01,cheeks11,Eye04,Beak06,NONE,hat05,clothes27,bkg05--body01--cheeks11--Eye04--Beak06--NONE--hat05--clothes27
8483,bkg05,body01,cheeks10,Eye06,Beak05,face10,hat53,clothes27,bkg05--body01--cheeks10--Eye06--Beak05--face10--hat53--clothes27
8484,bkg02,body01,cheeks12,Eye07,Beak12,face06,hat14,clothes21,bkg02--body01--cheeks12--Eye07--Beak12--face06--hat14--clothes21
8485,bkg03,body01,NONE,Eye03,Beak10,face01,hat17,clothes02,bkg03--body01--NONE--Eye03--Beak10--face01--hat17--clothes02
8486,bkg04,body01,NONE,Eye10,Beak01,NONE,hat73,clothes73,bkg04--body01--NONE--Eye10--Beak01--NONE--hat73--clothes73
8487,bkg06,body01,cheeks06,Eye14,Beak03,face10,NONE,clothes14,bkg06--body01--cheeks06--Eye14--Beak03--face10--NONE--clothes14
8488,bkg06,body01,cheeks06,Eye05,Beak12,NONE,NONE,clothes05,bkg06--body01--cheeks06--Eye05--Beak12--NONE--NONE--clothes05
8489,bkg03,body01,cheeks06,Eye12,Beak04,NONE,hat04,clothes23,bkg03--body01--cheeks06--Eye12--Beak04--NONE--hat04--clothes23
8490,bkg04,body01,cheeks07,Eye04,Beak13,NONE,hat82,clothes78,bkg04--body01--cheeks07--Eye04--Beak13--NONE--hat82--clothes78
8491,bkg06,body01,cheeks08,Eye17,Beak03,face05,hat51,clothes46,bkg06--body01--cheeks08--Eye17--Beak03--face05--hat51--clothes46
8492,bkg05,body01,cheeks12,Eye05,Beak03,NONE,hat19,clothes44,bkg05--body01--cheeks12--Eye05--Beak03--NONE--hat19--clothes44
8493,bkg05,body01,cheeks11,Eye25,Beak04,NONE,hat67,clothes77,bkg05--body01--cheeks11--Eye25--Beak04--NONE--hat67--clothes77
8494,bkg03,body01,NONE,Eye01,Beak08,face07,hat06,clothes75,bkg03--body01--NONE--Eye01--Beak08--face07--hat06--clothes75
8495,bkg02,body01,NONE,Eye06,Beak06,face03,hat31,NONE,bkg02--body01--NONE--Eye06--Beak06--face03--hat31--NONE
8496,bkg01,body01,cheeks06,Eye20,Beak04,face04,hat22,NONE,bkg01--body01--cheeks06--Eye20--Beak04--face04--hat22--NONE
8497,bkg03,body01,cheeks08,Eye02,Beak06,NONE,hat09,clothes69,bkg03--body01--cheeks08--Eye02--Beak06--NONE--hat09--clothes69
8498,bkg01,body01,cheeks10,Eye30,Beak06,face04,hat22,clothes28,bkg01--body01--cheeks10--Eye30--Beak06--face04--hat22--clothes28
8499,bkg06,body01,cheeks08,Eye16,Beak09,NONE,hat07,clothes63,bkg06--body01--cheeks08--Eye16--Beak09--NONE--hat07--clothes63
8500,bkg01,body01,cheeks06,Eye27,Beak01,NONE,NONE,clothes13,bkg01--body01--cheeks06--Eye27--Beak01--NONE--NONE--clothes13
8501,bkg03,body01,cheeks13,Eye26,Beak10,face06,hat19,clothes78,bkg03--body01--cheeks13--Eye26--Beak10--face06--hat19--clothes78
8502,bkg01,body01,cheeks10,Eye08,Beak10,NONE,hat10,clothes33,bkg01--body01--cheeks10--Eye08--Beak10--NONE--hat10--clothes33
8503,bkg07,body01,cheeks08,Eye15,Beak01,face01,hat62,clothes08,bkg07--body01--cheeks08--Eye15--Beak01--face01--hat62--clothes08
8504,bkg01,body01,cheeks06,Eye22,Beak09,face03,hat39,clothes72,bkg01--body01--cheeks06--Eye22--Beak09--face03--hat39--clothes72
8505,bkg02,body01,cheeks09,Eye14,Beak03,NONE,hat18,NONE,bkg02--body01--cheeks09--Eye14--Beak03--NONE--hat18--NONE
8506,bkg02,body01,cheeks1,Eye14,Beak08,NONE,hat27,clothes15,bkg02--body01--cheeks1--Eye14--Beak08--NONE--hat27--clothes15
8507,bkg02,body01,cheeks13,Eye02,Beak13,NONE,hat25,clothes63,bkg02--body01--cheeks13--Eye02--Beak13--NONE--hat25--clothes63
8508,bkg03,body01,cheeks11,Eye24,Beak04,NONE,hat60,clothes14,bkg03--body01--cheeks11--Eye24--Beak04--NONE--hat60--clothes14
8509,bkg07,body01,cheeks10,Eye24,Beak03,NONE,hat51,clothes06,bkg07--body01--cheeks10--Eye24--Beak03--NONE--hat51--clothes06
8510,bkg01,body01,NONE,Eye02,Beak08,NONE,hat05,clothes45,bkg01--body01--NONE--Eye02--Beak08--NONE--hat05--clothes45
8511,bkg02,body01,cheeks02,Eye08,Beak10,NONE,hat43,clothes75,bkg02--body01--cheeks02--Eye08--Beak10--NONE--hat43--clothes75
8512,bkg04,body01,cheeks06,Eye21,Beak06,face04,hat38,clothes43,bkg04--body01--cheeks06--Eye21--Beak06--face04--hat38--clothes43
8513,bkg01,body01,NONE,Eye08,Beak10,NONE,hat73,clothes82,bkg01--body01--NONE--Eye08--Beak10--NONE--hat73--clothes82
8514,bkg04,body01,cheeks12,Eye21,Beak07,NONE,hat71,clothes82,bkg04--body01--cheeks12--Eye21--Beak07--NONE--hat71--clothes82
8515,bkg03,body01,NONE,Eye08,Beak08,face01,hat75,clothes20,bkg03--body01--NONE--Eye08--Beak08--face01--hat75--clothes20
8516,bkg06,body01,cheeks10,Eye10,Beak10,face06,NONE,clothes27,bkg06--body01--cheeks10--Eye10--Beak10--face06--NONE--clothes27
8517,bkg01,body01,cheeks04,Eye12,Beak09,NONE,hat13,clothes07,bkg01--body01--cheeks04--Eye12--Beak09--NONE--hat13--clothes07
8518,bkg06,body01,NONE,Eye01,Beak06,face01,hat22,clothes63,bkg06--body01--NONE--Eye01--Beak06--face01--hat22--clothes63
8519,bkg01,body01,cheeks04,Eye07,Beak09,NONE,hat06,clothes08,bkg01--body01--cheeks04--Eye07--Beak09--NONE--hat06--clothes08
8520,bkg05,body01,cheeks10,Eye08,Beak01,face06,hat01,clothes18,bkg05--body01--cheeks10--Eye08--Beak01--face06--hat01--clothes18
8521,bkg06,body01,cheeks11,Eye03,Beak09,NONE,hat24,clothes47,bkg06--body01--cheeks11--Eye03--Beak09--NONE--hat24--clothes47
8522,bkg02,body01,cheeks08,Eye19,Beak03,face04,hat09,clothes12,bkg02--body01--cheeks08--Eye19--Beak03--face04--hat09--clothes12
8523,bkg02,body01,cheeks13,Eye19,Beak02,NONE,hat52,clothes17,bkg02--body01--cheeks13--Eye19--Beak02--NONE--hat52--clothes17
8524,bkg07,body01,cheeks06,Eye03,Beak07,face01,hat49,clothes35,bkg07--body01--cheeks06--Eye03--Beak07--face01--hat49--clothes35
8525,bkg04,body01,NONE,Eye02,Beak11,face07,hat13,clothes16,bkg04--body01--NONE--Eye02--Beak11--face07--hat13--clothes16
8526,bkg05,body01,cheeks12,Eye03,Beak07,NONE,hat69,clothes64,bkg05--body01--cheeks12--Eye03--Beak07--NONE--hat69--clothes64
8527,bkg06,body01,cheeks09,Eye20,Beak07,face06,hat42,clothes64,bkg06--body01--cheeks09--Eye20--Beak07--face06--hat42--clothes64
8528,bkg06,body01,NONE,Eye05,Beak09,NONE,hat14,clothes09,bkg06--body01--NONE--Eye05--Beak09--NONE--hat14--clothes09
8529,bkg04,body01,cheeks04,Eye06,Beak02,face01,hat06,clothes45,bkg04--body01--cheeks04--Eye06--Beak02--face01--hat06--clothes45
8530,bkg03,body01,NONE,Eye01,Beak06,face04,hat38,clothes15,bkg03--body01--NONE--Eye01--Beak06--face04--hat38--clothes15
8531,bkg04,body01,cheeks04,Eye17,Beak09,NONE,hat59,clothes75,bkg04--body01--cheeks04--Eye17--Beak09--NONE--hat59--clothes75
8532,bkg01,body01,NONE,Eye22,Beak12,face06,hat26,NONE,bkg01--body01--NONE--Eye22--Beak12--face06--hat26--NONE
8533,bkg01,body01,cheeks10,Eye24,Beak05,NONE,hat24,clothes22,bkg01--body01--cheeks10--Eye24--Beak05--NONE--hat24--clothes22
8534,bkg04,body01,cheeks05,Eye07,Beak06,face01,hat76,clothes71,bkg04--body01--cheeks05--Eye07--Beak06--face01--hat76--clothes71
8535,bkg06,body01,cheeks08,Eye08,Beak04,face03,NONE,clothes20,bkg06--body01--cheeks08--Eye08--Beak04--face03--NONE--clothes20
8536,bkg05,body01,cheeks04,Eye08,Beak05,NONE,hat33,clothes43,bkg05--body01--cheeks04--Eye08--Beak05--NONE--hat33--clothes43
8537,bkg07,body01,cheeks04,Eye16,Beak12,NONE,hat15,clothes66,bkg07--body01--cheeks04--Eye16--Beak12--NONE--hat15--clothes66
8538,bkg02,body01,NONE,Eye25,Beak02,NONE,hat75,clothes08,bkg02--body01--NONE--Eye25--Beak02--NONE--hat75--clothes08
8539,bkg01,body01,cheeks05,Eye15,Beak04,NONE,hat72,clothes08,bkg01--body01--cheeks05--Eye15--Beak04--NONE--hat72--clothes08
8540,bkg03,body01,cheeks07,Eye02,Beak03,NONE,hat03,clothes69,bkg03--body01--cheeks07--Eye02--Beak03--NONE--hat03--clothes69
8541,bkg06,body01,NONE,Eye24,Beak03,face01,hat31,clothes60,bkg06--body01--NONE--Eye24--Beak03--face01--hat31--clothes60
8542,bkg06,body01,cheeks04,Eye15,Beak01,face01,hat06,NONE,bkg06--body01--cheeks04--Eye15--Beak01--face01--hat06--NONE
8543,bkg04,body01,cheeks04,Eye07,Beak09,face04,hat57,clothes67,bkg04--body01--cheeks04--Eye07--Beak09--face04--hat57--clothes67
8544,bkg03,body01,cheeks11,Eye23,Beak09,NONE,hat65,clothes68,bkg03--body01--cheeks11--Eye23--Beak09--NONE--hat65--clothes68
8545,bkg01,body01,NONE,Eye23,Beak11,NONE,hat73,clothes68,bkg01--body01--NONE--Eye23--Beak11--NONE--hat73--clothes68
8546,bkg01,body01,cheeks07,Eye19,Beak11,NONE,hat13,clothes62,bkg01--body01--cheeks07--Eye19--Beak11--NONE--hat13--clothes62
8547,bkg02,body01,NONE,Eye16,Beak04,NONE,hat31,clothes09,bkg02--body01--NONE--Eye16--Beak04--NONE--hat31--clothes09
8548,bkg04,body01,cheeks04,Eye26,Beak01,face06,hat65,clothes09,bkg04--body01--cheeks04--Eye26--Beak01--face06--hat65--clothes09
8549,bkg02,body01,cheeks1,Eye25,Beak01,NONE,hat17,clothes10,bkg02--body01--cheeks1--Eye25--Beak01--NONE--hat17--clothes10
8550,bkg04,body01,cheeks12,Eye24,Beak12,NONE,hat15,clothes47,bkg04--body01--cheeks12--Eye24--Beak12--NONE--hat15--clothes47
8551,bkg07,body01,cheeks1,Eye06,Beak04,NONE,hat76,clothes50,bkg07--body01--cheeks1--Eye06--Beak04--NONE--hat76--clothes50
8552,bkg04,body01,NONE,Eye08,Beak10,NONE,hat48,clothes37,bkg04--body01--NONE--Eye08--Beak10--NONE--hat48--clothes37
8553,bkg05,body01,NONE,Eye14,Beak12,NONE,NONE,clothes02,bkg05--body01--NONE--Eye14--Beak12--NONE--NONE--clothes02
8554,bkg04,body01,cheeks12,Eye23,Beak08,NONE,NONE,clothes44,bkg04--body01--cheeks12--Eye23--Beak08--NONE--NONE--clothes44
8555,bkg03,body01,NONE,Eye06,Beak05,NONE,hat82,clothes58,bkg03--body01--NONE--Eye06--Beak05--NONE--hat82--clothes58
8556,bkg03,body01,cheeks02,Eye06,Beak07,face03,hat09,clothes68,bkg03--body01--cheeks02--Eye06--Beak07--face03--hat09--clothes68
8557,bkg03,body01,cheeks13,Eye11,Beak13,NONE,hat59,clothes45,bkg03--body01--cheeks13--Eye11--Beak13--NONE--hat59--clothes45
8558,bkg04,body01,cheeks11,Eye08,Beak05,NONE,hat53,clothes05,bkg04--body01--cheeks11--Eye08--Beak05--NONE--hat53--clothes05
8559,bkg07,body01,cheeks06,Eye21,Beak08,NONE,hat23,clothes48,bkg07--body01--cheeks06--Eye21--Beak08--NONE--hat23--clothes48
8560,bkg04,body01,NONE,Eye04,Beak13,NONE,hat29,clothes62,bkg04--body01--NONE--Eye04--Beak13--NONE--hat29--clothes62
8561,bkg04,body01,cheeks13,Eye06,Beak06,NONE,hat73,clothes81,bkg04--body01--cheeks13--Eye06--Beak06--NONE--hat73--clothes81
8562,bkg07,body01,cheeks05,Eye05,Beak07,NONE,hat82,clothes56,bkg07--body01--cheeks05--Eye05--Beak07--NONE--hat82--clothes56
8563,bkg07,body01,cheeks03,Eye04,Beak03,NONE,hat10,clothes04,bkg07--body01--cheeks03--Eye04--Beak03--NONE--hat10--clothes04
8564,bkg04,body01,NONE,Eye22,Beak03,NONE,hat23,clothes36,bkg04--body01--NONE--Eye22--Beak03--NONE--hat23--clothes36
8565,bkg06,body01,cheeks06,Eye02,Beak07,NONE,hat54,clothes50,bkg06--body01--cheeks06--Eye02--Beak07--NONE--hat54--clothes50
8566,bkg06,body01,cheeks13,Eye08,Beak13,NONE,hat28,clothes02,bkg06--body01--cheeks13--Eye08--Beak13--NONE--hat28--clothes02
8567,bkg06,body01,cheeks03,Eye20,Beak08,NONE,hat48,clothes18,bkg06--body01--cheeks03--Eye20--Beak08--NONE--hat48--clothes18
8568,bkg04,body01,NONE,Eye03,Beak06,NONE,NONE,clothes53,bkg04--body01--NONE--Eye03--Beak06--NONE--NONE--clothes53
8569,bkg07,body01,cheeks04,Eye01,Beak04,face05,hat03,clothes27,bkg07--body01--cheeks04--Eye01--Beak04--face05--hat03--clothes27
8570,bkg06,body01,cheeks06,Eye25,Beak09,NONE,hat38,clothes17,bkg06--body01--cheeks06--Eye25--Beak09--NONE--hat38--clothes17
8571,bkg07,body01,cheeks1,Eye25,Beak04,NONE,hat20,clothes82,bkg07--body01--cheeks1--Eye25--Beak04--NONE--hat20--clothes82
8572,bkg01,body01,cheeks10,Eye10,Beak08,NONE,hat65,clothes58,bkg01--body01--cheeks10--Eye10--Beak08--NONE--hat65--clothes58
8573,bkg04,body01,cheeks05,Eye10,Beak09,face07,hat73,clothes37,bkg04--body01--cheeks05--Eye10--Beak09--face07--hat73--clothes37
8574,bkg05,body01,NONE,Eye06,Beak12,face06,hat13,clothes13,bkg05--body01--NONE--Eye06--Beak12--face06--hat13--clothes13
8575,bkg04,body01,cheeks05,Eye24,Beak01,NONE,hat44,clothes05,bkg04--body01--cheeks05--Eye24--Beak01--NONE--hat44--clothes05
8576,bkg02,body01,NONE,Eye11,Beak11,NONE,hat30,clothes48,bkg02--body01--NONE--Eye11--Beak11--NONE--hat30--clothes48
8577,bkg03,body01,cheeks12,Eye10,Beak09,NONE,hat34,clothes65,bkg03--body01--cheeks12--Eye10--Beak09--NONE--hat34--clothes65
8578,bkg04,body01,cheeks10,Eye01,Beak02,NONE,hat51,clothes10,bkg04--body01--cheeks10--Eye01--Beak02--NONE--hat51--clothes10
8579,bkg05,body01,cheeks08,Eye04,Beak02,NONE,hat74,NONE,bkg05--body01--cheeks08--Eye04--Beak02--NONE--hat74--NONE
8580,bkg03,body01,cheeks1,Eye06,Beak03,NONE,hat71,clothes25,bkg03--body01--cheeks1--Eye06--Beak03--NONE--hat71--clothes25
8581,bkg03,body01,cheeks13,Eye04,Beak08,NONE,hat62,clothes57,bkg03--body01--cheeks13--Eye04--Beak08--NONE--hat62--clothes57
8582,bkg06,body01,cheeks05,Eye01,Beak10,NONE,hat13,clothes23,bkg06--body01--cheeks05--Eye01--Beak10--NONE--hat13--clothes23
8583,bkg07,body01,cheeks02,Eye06,Beak05,face10,hat10,clothes20,bkg07--body01--cheeks02--Eye06--Beak05--face10--hat10--clothes20
8584,bkg06,body01,cheeks05,Eye23,Beak04,face10,hat22,clothes20,bkg06--body01--cheeks05--Eye23--Beak04--face10--hat22--clothes20
8585,bkg07,body01,cheeks06,Eye16,Beak09,NONE,hat52,NONE,bkg07--body01--cheeks06--Eye16--Beak09--NONE--hat52--NONE
8586,bkg03,body01,cheeks11,Eye18,Beak01,NONE,hat04,clothes22,bkg03--body01--cheeks11--Eye18--Beak01--NONE--hat04--clothes22
8587,bkg06,body01,cheeks08,Eye25,Beak08,face01,hat44,clothes50,bkg06--body01--cheeks08--Eye25--Beak08--face01--hat44--clothes50
8588,bkg03,body01,cheeks08,Eye16,Beak04,NONE,hat01,NONE,bkg03--body01--cheeks08--Eye16--Beak04--NONE--hat01--NONE
8589,bkg05,body01,cheeks04,Eye21,Beak11,NONE,hat45,clothes47,bkg05--body01--cheeks04--Eye21--Beak11--NONE--hat45--clothes47
8590,bkg04,body01,cheeks04,Eye16,Beak03,face03,hat19,clothes47,bkg04--body01--cheeks04--Eye16--Beak03--face03--hat19--clothes47
8591,bkg04,body01,cheeks05,Eye22,Beak06,NONE,hat23,clothes72,bkg04--body01--cheeks05--Eye22--Beak06--NONE--hat23--clothes72
8592,bkg03,body01,cheeks13,Eye13,Beak04,face06,hat22,clothes70,bkg03--body01--cheeks13--Eye13--Beak04--face06--hat22--clothes70
8593,bkg04,body01,cheeks04,Eye05,Beak03,NONE,hat12,clothes18,bkg04--body01--cheeks04--Eye05--Beak03--NONE--hat12--clothes18
8594,bkg01,body01,cheeks05,Eye08,Beak05,NONE,hat45,clothes38,bkg01--body01--cheeks05--Eye08--Beak05--NONE--hat45--clothes38
8595,bkg03,body01,cheeks12,Eye21,Beak03,face06,hat75,clothes22,bkg03--body01--cheeks12--Eye21--Beak03--face06--hat75--clothes22
8596,bkg06,body01,cheeks10,Eye19,Beak06,face07,hat75,clothes23,bkg06--body01--cheeks10--Eye19--Beak06--face07--hat75--clothes23
8597,bkg03,body01,cheeks08,Eye05,Beak02,NONE,hat41,clothes69,bkg03--body01--cheeks08--Eye05--Beak02--NONE--hat41--clothes69
8598,bkg04,body01,cheeks10,Eye07,Beak04,NONE,hat29,clothes46,bkg04--body01--cheeks10--Eye07--Beak04--NONE--hat29--clothes46
8599,bkg03,body01,cheeks11,Eye01,Beak11,NONE,hat27,clothes01,bkg03--body01--cheeks11--Eye01--Beak11--NONE--hat27--clothes01
8600,bkg07,body01,cheeks05,Eye08,Beak05,NONE,hat35,clothes04,bkg07--body01--cheeks05--Eye08--Beak05--NONE--hat35--clothes04
8601,bkg05,body01,cheeks12,Eye01,Beak01,NONE,hat23,clothes53,bkg05--body01--cheeks12--Eye01--Beak01--NONE--hat23--clothes53
8602,bkg07,body01,cheeks06,Eye03,Beak01,face01,hat62,clothes33,bkg07--body01--cheeks06--Eye03--Beak01--face01--hat62--clothes33
8603,bkg02,body01,cheeks12,Eye16,Beak04,NONE,hat34,clothes04,bkg02--body01--cheeks12--Eye16--Beak04--NONE--hat34--clothes04
8604,bkg05,body01,cheeks10,Eye16,Beak04,NONE,hat61,clothes83,bkg05--body01--cheeks10--Eye16--Beak04--NONE--hat61--clothes83
8605,bkg07,body01,cheeks12,Eye16,Beak10,NONE,hat73,clothes59,bkg07--body01--cheeks12--Eye16--Beak10--NONE--hat73--clothes59
8606,bkg02,body01,cheeks12,Eye09,Beak03,face04,hat70,clothes01,bkg02--body01--cheeks12--Eye09--Beak03--face04--hat70--clothes01
8607,bkg03,body01,cheeks05,Eye02,Beak09,face01,hat05,clothes75,bkg03--body01--cheeks05--Eye02--Beak09--face01--hat05--clothes75
8608,bkg07,body01,cheeks05,Eye11,Beak11,NONE,hat70,clothes46,bkg07--body01--cheeks05--Eye11--Beak11--NONE--hat70--clothes46
8609,bkg02,body01,NONE,Eye10,Beak08,NONE,NONE,NONE,bkg02--body01--NONE--Eye10--Beak08--NONE--NONE--NONE
8610,bkg06,body01,NONE,Eye12,Beak01,NONE,hat30,clothes64,bkg06--body01--NONE--Eye12--Beak01--NONE--hat30--clothes64
8611,bkg02,body01,cheeks11,Eye21,Beak07,face10,hat35,clothes36,bkg02--body01--cheeks11--Eye21--Beak07--face10--hat35--clothes36
8612,bkg03,body01,cheeks1,Eye17,Beak02,NONE,hat17,clothes24,bkg03--body01--cheeks1--Eye17--Beak02--NONE--hat17--clothes24
8613,bkg06,body01,NONE,Eye01,Beak02,NONE,hat24,clothes32,bkg06--body01--NONE--Eye01--Beak02--NONE--hat24--clothes32
8614,bkg01,body01,cheeks12,Eye20,Beak07,face06,hat06,clothes10,bkg01--body01--cheeks12--Eye20--Beak07--face06--hat06--clothes10
8615,bkg02,body01,cheeks05,Eye14,Beak03,face03,hat12,clothes27,bkg02--body01--cheeks05--Eye14--Beak03--face03--hat12--clothes27
8616,bkg04,body01,cheeks13,Eye21,Beak11,NONE,hat38,clothes20,bkg04--body01--cheeks13--Eye21--Beak11--NONE--hat38--clothes20
8617,bkg01,body01,cheeks1,Eye08,Beak05,NONE,hat11,clothes74,bkg01--body01--cheeks1--Eye08--Beak05--NONE--hat11--clothes74
8618,bkg04,body01,cheeks13,Eye08,Beak06,NONE,hat67,clothes62,bkg04--body01--cheeks13--Eye08--Beak06--NONE--hat67--clothes62
8619,bkg01,body01,cheeks06,Eye20,Beak04,face03,hat76,clothes12,bkg01--body01--cheeks06--Eye20--Beak04--face03--hat76--clothes12
8620,bkg05,body01,cheeks10,Eye07,Beak12,NONE,hat55,clothes19,bkg05--body01--cheeks10--Eye07--Beak12--NONE--hat55--clothes19
8621,bkg04,body01,cheeks09,Eye01,Beak13,NONE,hat34,clothes18,bkg04--body01--cheeks09--Eye01--Beak13--NONE--hat34--clothes18
8622,bkg01,body01,cheeks04,Eye03,Beak09,NONE,hat37,clothes18,bkg01--body01--cheeks04--Eye03--Beak09--NONE--hat37--clothes18
8623,bkg06,body01,NONE,Eye08,Beak02,NONE,hat08,clothes44,bkg06--body01--NONE--Eye08--Beak02--NONE--hat08--clothes44
8624,bkg03,body01,cheeks11,Eye30,Beak04,face10,hat72,clothes65,bkg03--body01--cheeks11--Eye30--Beak04--face10--hat72--clothes65
8625,bkg04,body01,cheeks10,Eye19,Beak10,NONE,hat14,clothes30,bkg04--body01--cheeks10--Eye19--Beak10--NONE--hat14--clothes30
8626,bkg02,body01,cheeks06,Eye02,Beak02,face01,hat57,clothes48,bkg02--body01--cheeks06--Eye02--Beak02--face01--hat57--clothes48
8627,bkg04,body01,cheeks06,Eye04,Beak10,NONE,hat39,clothes22,bkg04--body01--cheeks06--Eye04--Beak10--NONE--hat39--clothes22
8628,bkg06,body01,cheeks05,Eye14,Beak11,face05,NONE,clothes31,bkg06--body01--cheeks05--Eye14--Beak11--face05--NONE--clothes31
8629,bkg06,body01,cheeks1,Eye01,Beak03,face03,hat35,clothes43,bkg06--body01--cheeks1--Eye01--Beak03--face03--hat35--clothes43
8630,bkg06,body01,NONE,Eye10,Beak07,face01,hat01,NONE,bkg06--body01--NONE--Eye10--Beak07--face01--hat01--NONE
8631,bkg03,body01,cheeks08,Eye10,Beak05,face01,hat83,clothes33,bkg03--body01--cheeks08--Eye10--Beak05--face01--hat83--clothes33
8632,bkg02,body01,cheeks05,Eye07,Beak01,face01,hat83,clothes67,bkg02--body01--cheeks05--Eye07--Beak01--face01--hat83--clothes67
8633,bkg01,body01,NONE,Eye23,Beak12,NONE,hat08,clothes27,bkg01--body01--NONE--Eye23--Beak12--NONE--hat08--clothes27
